P2O5,0.080959055,0.091412844,0.091990663,0.101611264,0.093670588,0.101614838,0.152937016,0.103158837,0.082465607,0.103605415,0.103627685,0.103749576,0.10398832,0.115983923,0.114910862,0.114236786,0.125421522,0.10285491,0.113052025,0.104436369,0.104120619,0.081462143,0.11501816,0.104446746,0.104492404,0.109545208,0.118796513,0.104287898,0.079558073,0.112078416,0.091677334,0.101165034,0.296056859,0.113273441,0.084580042,0.083928112,0.085506029,0.068986162,0.052115316,0.061078918,0.225214715,0.266795531,0.115449363,0.122076785,0.059247099,0.051112013,0.060451125,0.080652571,0.070889804,0.06969966,0.253511839,0.204203616,0.405536509,0.406494925,0.561966249
MnO,0.202397637,0.15235474,0.153317771,0.14225577,0.218564705,0.16258374,0.173328618,0.949061299,0.917429874,0.559469241,0.279794749,0.228249067,0.197577809,0.21087986,0.15669663,0.290784547,0.658462988,0.143996874,0.143884395,0.156654554,0.114532681,0.122193214,0.324142086,0.146225445,0.132990333,0.149379829,0.109658319,0.04740359,0.069613314,0.509447346,0.458386668,0.44512615,0.059211372,0.037757814,0.03759113,0.027976037,0.03800268,0.059130996,0.166769012,0.071258738,0.030711098,0.051306833,0.048103901,0.2644997,0.167866779,0.143113637,0.161202999,0.15122357,0.141779608,0.13939932,0.121685683,0.020420362,0.031195116,0.020845894,0.020813565
CO2,13.49848991,9.900444844,9.363745643,7.52145022,6.292932054,7.55895094,7.771288819,8.618856398,10.08561751,6.492125795,3.379668958,3.725810541,2.743629231,1.893256905,1.301534472,2.511687412,1.953301827,5.653594419,5.724500641,2.028317773,2.289266504,5.373245664,3.141925931,1.837149562,16.67385083,11.7872252,23.20608802,15.91164453,9.912233679,17.95902427,20.30610957,14.71733923,10.34256519,15.63484735,15.08369897,15.92425861,15.38809502,11.44805132,6.836861233,8.728996224,4.501566699,7.558047578,17.31012283,27.51164498,31.80629433,25.92193631,27.76382742,29.25915434,28.61201696,33.64123284,29.80169507,4.340100465,1.905213791,1.413190165,1.067782665
Dy,0.000326,0.000266,0.000321,0.000356,0.000232,0.000218,0.000303,0.00048,0.000506,0.000388,0.000249,0.000249,0.000339,0.000155,0.000148,0.000357,0.000596,0.000244,0.000241,0.000139,0.000431,0.000182,0.000328,0.000404,0.000532,0.000516,0.000843,0.000612,0.000263,0.000444,0.000426,0.000425,0.000514,0.000284,0.000353,0.000291,0.00045,0.000313,0.000503,0.000382,0.000673,0.000553,0.000507,0.000326,0.000243,0.000317,0.000307,0.000334,0.000293,0.000297,0.000604,0.000189,0.000299,0.00056,0.000526
Cl,0.1,0.11,0.12,0.11,0.08,0.13,0.1,0.15,0.16,0.12,0.13,0.13,0.13,0.11,0.16,0.13,0.18,0.11,0.1,0.11,0.14,0.13,0.11,0.12,0.07,0.09,0.05,0.07,0.11,0.11,0.11,0.12,0.1,0.09,0.06,0.04,0.06,0.07,0.11,0.17,0.07,0.08,0.08,0.05,0.06,0.1,0.09,0.06,0.07,0.06,0.1,0.14,0.12,0.11,0.13
Gd,0.000542,0.000503,0.000557,0.00057,0.000345,0.000311,0.000471,0.000742,0.000808,0.000614,0.000421,0.000335,0.000546,0.000208,0.000196,0.000563,0.000897,0.000308,0.000324,0.000284,0.00071,0.000228,0.000537,0.000695,0.000869,0.000715,0.00107,0.000936,0.000378,0.00067,0.000631,0.000675,0.000791,0.000391,0.000494,0.00039,0.000732,0.000408,0.000803,0.00049,0.000867,0.000653,0.000749,0.000452,0.000335,0.000451,0.000481,0.000466,0.000425,0.000399,0.000862,0.000197,0.000362,0.000805,0.000744
Sm,0.000528,0.000392,0.000535,0.000544,0.000363,0.000346,0.000455,0.0007,0.000716,0.000639,0.00043,0.00039,0.00057,0.000288,0.00019,0.000589,0.000862,0.000287,0.000313,0.000218,0.000732,0.000221,0.000509,0.000666,0.000814,0.000646,0.00101,0.00088,0.000358,0.000586,0.000555,0.000615,0.00067,0.000361,0.000453,0.000349,0.000619,0.000384,0.000678,0.000457,0.000713,0.000543,0.000673,0.000393,0.0003,0.000415,0.000411,0.000427,0.00038,0.000356,0.000755,0.000177,0.000341,0.000743,0.00065
Eu,0.000117,0.000092,0.000131,0.000118,0.000078,0.000095,0.000105,0.000145,0.000164,0.000168,0.0001,0.000078,0.000148,0.000124,0.000048,0.000152,0.000197,0.000066,0.00008,0.000083,0.000161,0.000058,0.000125,0.000166,0.000193,0.000143,0.000262,0.000208,0.000079,0.000149,0.00014,0.00014,0.00017,0.000083,0.000107,0.000074,0.000155,0.000076,0.000158,0.000101,0.000126,0.000127,0.000144,0.000092,0.000066,0.000087,0.000092,0.000093,0.000081,0.000078,0.000178,0.000046,0.000089,0.000166,0.000162
Li,0.0031,0.0034,0.0039,0.0039,0.0042,0.0041,0.0038,0.0037,0.0034,0.0033,0.0036,0.0042,0.0043,0.0043,0.0045,0.0047,0.0046,0.0044,0.0045,0.0047,0.0049,0.0047,0.0047,0.005,0.0044,0.0039,0.004,0.0042,0.0036,0.0024,0.0026,0.0043,0.0039,0.0036,0.0031,0.0031,0.0039,0.0041,0.0048,0.0042,0.0055,0.0033,0.0042,0.0022,0.0016,0.0024,0.0023,0.0021,0.0021,0.0013,0.0019,0.0043,0.0045,0.0044,0.0044
Er,0.000231,0.000203,0.000237,0.000247,0.000136,0.000179,0.000194,0.000326,0.000326,0.000254,0.000165,0.000176,0.000213,0.000097,0.000095,0.000214,0.000358,0.000143,0.000138,0.000076,0.000264,0.00012,0.000197,0.000228,0.000312,0.000316,0.000485,0.000391,0.000167,0.000263,0.00026,0.000244,0.000287,0.000182,0.000231,0.000182,0.000282,0.000193,0.000306,0.00025,0.000336,0.000373,0.000312,0.0002,0.000144,0.000197,0.000214,0.000198,0.000173,0.000172,0.000309,0.000123,0.000159,0.000287,0.000295
B,0.0065,0.0226,0.0214,0.0225,0.012,0.0114,0.0099,0.0097,0.0104,0.01,0.0114,0.0105,0.0115,0.0111,0.0125,0.0106,0.0096,0.0113,0.0127,0.0111,0.015,0.0147,0.0133,0.0143,0.0165,0.0153,0.0148,0.0169,0.0142,0.0097,0.01,0.009,0.0142,0.0111,0.0081,0.0116,0.0127,0.0169,0.0163,0.017,0.0077,0.0172,0.0135,0.0085,0.0056,0.0099,0.0088,0.008,0.007,0.004,0.0065,0.0226,0.0214,0.0222,0.0196
H2O,0.189012615,0.215000413,0.205448494,0.189059225,0.209729819,0.231357158,0.218728076,0.187992971,0.283495624,0.137998214,0.23493529,0.180653638,0.222836628,0.206024146,0.230215827,0.219098801,0.250740825,0.251411614,0.241803279,0.207520545,0.206168563,0.214663144,0.217685957,0.207013621,0.256060794,0.245982289,0.243902439,0.241565673,0.227160086,0.191220486,0.176707487,0.178749584,0.206679894,0.248015873,0.216432538,0.250174302,0.186119613,0.255838904,0.180943373,0.223232741,0.228590089,0.263961066,0.255154533,0.126216359,0.119622948,0.138104716,0.146353362,0.118391508,0.113913751,0.127273474,0.117929324,0.231280717,0.234134319,0.180106427,0.119543262
